,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
14,15,8,17,ヒットザターゲット,牡6,58,北村友一,3:16.6,2.1/2,**,3-3-3-3,36.0,206.5,16,520(+2),,,,[西] 加藤敬二,前田晋二,
15,16,8,16,ジャガーメイル,牡10,58,石橋脩,3:17.0,2.1/2,**,11-11-11-17,35.7,279.2,17,482(-6),,,,[東] 堀宣行,吉田和美,
16,17,8,18,デスペラード,牡6,58,横山典弘,3:17.3,1.3/4,**,9-9-8-14,36.1,27.4,5,486(-6),,,,[西] 安達昭夫,市川義美,
17,18,1,1,アスカクリチャン,牡7,58,秋山真一,3:18.8,9,**,2-2-2-5,38.3,201.1,15,496(0),,,,[西] 須貝尚介,栗本博晴,
0,1,1,1,ゴールドシップ,牡6,58,横山典弘,3:14.7,,**,14-14-3-4,35.0,4.6,2,510(+2),,,,[西] 須貝尚介,合同会社小林英一ホールディングス,15361.2
1,2,7,14,フェイムゲーム,牡5,58,北村宏司,3:14.7,クビ,**,10-9-11-10,34.5,22.6,7,456(0),,,,[東] 宗像義忠,サンデーレーシング,6103.2
2,3,1,2,カレンミロティック,セ7,58,蛯名正義,3:14.8,3/4,**,2-2-3-1,35.3,30.5,10,454(0),,,,[西] 平田修,鈴木隆司,3851.6
3,4,2,4,ラストインパクト,牡5,58,川田将雅,3:14.9,クビ,**,13-13-16-14,34.4,12.5,5,492(+2),,,,[西] 松田博資,シルクレーシング,2300.0
4,5,2,3,ネオブラックダイヤ,牡7,58,秋山真一,3:15.0,1/2,**,11-11-12-10,34.8,191.8,16,518(+8),,,,[東] 鹿戸雄一,小林仁幸,1500.0
5,6,3,6,ホッコーブレーヴ,牡7,58,幸英明,3:15.0,ハナ,**,8-8-8-7,35.1,31.6,11,474(-6),,,,[東] 松永康利,矢部道晃,
6,7,7,13,キズナ,牡5,58,武豊,3:15.2,1.1/4,**,17-15-12-10,34.9,3.3,1,504(-2),,,,[西] 佐々木晶,前田晋二,
7,8,5,10,ラブリーデイ,牡5,58,ルメール,3:15.2,クビ,**,4-4-5-4,35.5,24.9,8,494(-4),,,,[西] 池江泰寿,金子真人ホールディングス,
8,9,8,15,サウンズオブアース,牡4,58,内田博幸,3:15.4,1,**,6-6-8-7,35.5,6.2,4,496(-4),,,,[西] 藤岡健一,吉田照哉,
9,10,6,12,デニムアンドルビー,牝5,56,浜中俊,3:15.6,1.1/4,**,16-15-15-16,35.0,26.3,9,448(-4),,,,[西] 角居勝彦,金子真人ホールディングス,
10,11,6,11,フーラブライド,牝6,56,酒井学,3:15.6,クビ,**,12-12-12-14,35.2,109.2,14,480(-4),,,,[西] 木原一良,吉田和子,
11,12,8,16,ウインバリアシオン,牡7,58,福永祐一,3:15.8,3/4,**,8-9-10-9,35.6,15.8,6,528(+2),,,,[西] 松永昌博,ウイン,
12,13,4,7,トーセンアルニカ,牝5,56,池添謙一,3:16.3,3,**,14-15-17-17,35.4,203.8,17,456(-6),,,,[東] 木村哲也,島川隆哉,
13,14,3,5,タマモベストプレイ,牡5,58,津村明秀,3:16.4,1/2,**,4-5-5-6,36.7,141.2,15,480(+4),,,,[西] 南井克巳,タマモ,
14,15,8,17,アドマイヤデウス,牡4,58,岩田康誠,3:17.5,7,**,6-6-7-10,37.4,5.4,3,470(-2),,,,[西] 橋田満,近藤利一,
15,16,5,9,クリールカイザー,牡6,58,田辺裕信,3:17.8,2,**,1-1-1-2,38.4,55.2,12,486(-8),,,,[東] 相沢郁,横山修二,
16,17,4,8,スズカデヴィアス,牡4,58,藤岡佑介,3:17.9,クビ,**,2-2-2-2,38.4,59.0,13,500(-4),,,,[西] 橋田満,永井啓弍,
0,1,1,1,キタサンブラック,牡4,58,武豊,3:15.3,,**,1-1-1-1,35.0,4.5,2,524(0),,,,[西] 清水久詞,大野商事,15378.0
1,2,2,3,カレンミロティック,セ8,58,池添謙一,3:15.3,ハナ,**,3-3-3-3,34.8,99.2,13,458(-2),,,,[西] 平田修,鈴木隆司,6108.0
2,3,4,8,シュヴァルグラン,牡4,58,福永祐一,3:15.5,1.1/4,**,9-9-11-9,34.5,6.4,3,468(-2),,,,[西] 友道康夫,佐々木主浩,3854.0
3,4,6,11,タンタアレグリア,牡4,58,蛯名正義,3:15.6,1/2,**,14-14-14-13,34.3,29.1,10,476(-2),,,,[東] 国枝栄,Ｇ１レーシング,2300.0
4,5,5,9,トーホウジャッカル,牡5,58,酒井学,3:15.6,クビ,**,9-9-7-3,34.9,17.4,7,492(-12),,,,[西] 谷潔,東豊物産,1500.0
5,6,5,10,アルバート,牡5,58,ルメール,3:15.8,1.1/4,**,12-12-14-13,34.5,9.9,6,462(-2),,,,[東] 堀宣行,林正道,
6,7,4,7,ファタモルガーナ,セ8,58,内田博幸,3:15.8,ハナ,**,12-12-12-13,34.8,160.3,16,492(+6),,,,[西] 荒川義之,キャロットファーム,
7,8,3,5,フェイムゲーム,牡6,58,ボウマン,3:15.8,クビ,**,15-16-17-16,34.4,7.4,4,460(-10),,,,[東] 宗像義忠,サンデーレーシング,
8,9,3,6,アドマイヤデウス,牡5,58,岩田康誠,3:15.9,クビ,**,6-6-7-6,35.1,30.9,11,490(0),,,,[西] 橋田満,近藤利一,
9,10,8,18,レーヴミストラル,牡4,58,川田将雅,3:16.0,1/2,**,18-18-18-18,34.4,27.6,8,490(-8),,,,[西] 高野友和,サンデーレーシング,
10,11,7,14,サトノノブレス,牡6,58,和田竜二,3:16.0,クビ,**,11-9-12-9,34.9,48.5,12,514(-2),,,,[西] 池江泰寿,里見治,
11,12,8,17,ゴールドアクター,牡5,58,吉田隼人,3:16.1,1/2,**,7-7-4-2,35.6,3.8,1,490(-4),,,,[東] 中川公成,居城要,
12,13,1,2,トゥインクル,牡5,58,勝浦正樹,3:17.1,6,**,15-14-7-9,36.2,27.7,9,466(-2),,,,[西] 牧田和弥,畑佐博,
13,14,8,16,ファントムライト,牡7,58,三浦皇成,3:17.7,3.1/2,**,17-16-14-16,36.4,149.1,15,494(0),,,,[西] 藤原英昭,サンデーレーシング,
14,15,7,15,サウンズオブアース,牡5,58,藤岡佑介,3:18.5,5,**,4-4-4-6,37.8,8.3,5,502(-4),,,,[西] 藤岡健一,吉田照哉,
15,16,7,13,マイネルメダリスト,牡8,58,柴田大知,3:18.5,クビ,**,4-4-4-8,37.8,255.2,18,490(-2),,,,[東] 田中清隆,サラブレッドクラブ・ラフィアン,
16,17,6,12,ヤマニンボワラクテ,セ5,58,丸山元気,3:18.8,1.3/4,**,2-2-2-3,38.4,202.4,17,478(+4),,,,[西] 松永幹夫,土井肇,
17,18,2,4,トーセンレーヴ,牡8,58,武幸四郎,3:19.4,3.1/2,**,7-7-7-12,38.5,133.8,14,492(+10),,,,[西] 池江泰寿,島川隆哉,
0,1,2,3,キタサンブラック,牡5,58,武豊,3:12.5,,**,2-2-2-1,35.3,2.2,1,536(-4),,,,[西] 清水久詞,大野商事,15365.4
1,2,3,6,シュヴァルグラン,牡5,58,福永祐一,3:12.7,1.1/4,**,5-5-4-3,35.2,12.0,4,468(-6),,,,[西] 友道康夫,佐々木主浩,6104.4
2,3,8,15,サトノダイヤモンド,牡4,58,ルメール,3:12.7,クビ,**,7-7-7-5,35.0,2.5,2,506(0),,,,[西] 池江泰寿,里見治,3852.2
3,4,5,10,アドマイヤデウス,牡6,58,岩田康誠,3:12.8,クビ,**,3-3-4-3,35.2,100.0,10,490(+4),,,,[西] 梅田智之,近藤利一,2300.0
4,5,4,7,アルバート,牡6,58,川田将雅,3:13.3,3,**,9-9-10-8,35.3,22.4,6,480(+2),,,,[東] 堀宣行,林正道,1500.0
5,6,5,9,ディーマジェスティ,牡4,58,蛯名正義,3:13.5,1.1/2,**,13-13-7-8,35.6,35.8,8,486(-2),,,,[東] 二ノ宮敬,嶋田賢,
6,7,6,12,ゴールドアクター,牡6,58,横山典弘,3:13.6,3/4,**,13-13-11-11,35.5,20.7,5,494(-4),,,,[東] 中川公成,居城寿与,
7,8,7,13,トーセンバジル,牡5,58,四位洋文,3:13.7,クビ,**,11-11-11-12,35.5,79.6,9,480(-2),,,,[西] 藤原英昭,島川隆哉,
8,9,1,1,シャケトラ,牡4,58,田辺裕信,3:13.7,クビ,**,5-5-6-5,36.0,9.9,3,508(-2),,,,[西] 角居勝彦,金子真人ホールディングス,
9,10,3,5,ファタモルガーナ,セ9,58,浜中俊,3:13.8,1/2,**,7-8-9-8,35.8,219.1,15,494(+2),,,,[西] 荒川義之,キャロットファーム,
10,11,7,14,ワンアンドオンリー,牡6,58,和田竜二,3:14.1,2,**,3-3-3-5,36.6,113.9,11,496(0),,,,[西] 橋口慎介,ノースヒルズ,
11,12,8,16,レインボーライン,牡4,58,Ｍ．デム,3:14.3,1.1/4,**,17-17-17-14,35.7,23.2,7,442(-6),,,,[西] 浅見秀一,三田昌宏,
12,13,4,8,タマモベストプレイ,牡7,58,吉田隼人,3:15.1,5,**,9-10-11-12,36.7,211.5,14,488(-2),,,,[西] 南井克巳,タマモ,
13,14,2,4,スピリッツミノル,牡5,58,幸英明,3:15.2,1/2,**,15-15-15-16,36.6,221.1,16,498(0),,,,[西] 本田優,吉岡實,
14,15,8,17,ヤマカツライデン,牡5,58,松山弘平,3:15.7,3,**,1-1-1-2,38.7,134.2,12,532(+8),,,,[西] 池添兼雄,山田博康,
15,16,6,11,プロレタリアト,牝6,56,杉原誠人,3:15.9,1.1/4,**,16-16-16-17,37.1,326.8,17,434(-4),,,,[東] 小島茂之,田原邦男,
16,17,1,2,ラブラドライト,セ8,58,酒井学,3:16.2,1.1/2,**,11-11-14-14,37.7,167.7,13,492(+16),,,,[西] 斉藤崇史,吉田勝己,
