,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
6,7,1,1,ブエナビスタ,牝5,55,岩田康誠,2:36.5,3/4,**,4-3-3-3,34.1,3.2,2.0,470(+6),,,,[西] 松田博資,サンデーレーシング,
7,8,2,2,ヴィクトワールピサ,牡4,57,Ｍデムー,2:36.5,ハナ,**,2-2-2-2,34.3,10.2,4.0,520(+12),,,,[西] 角居勝彦,市川義美,
8,9,8,13,レッドデイヴィス,セ3,55,武豊,2:36.5,クビ,**,6-5-3-5,34.1,18.2,6.0,484(+2),,,,[西] 音無秀孝,東京ホースレーシング,
9,10,7,12,アーネストリー,牡6,57,佐藤哲三,2:36.6,クビ,**,1-1-1-1,34.6,13.6,5.0,534(+4),,,,[西] 佐々木晶,前田幸治,
10,11,7,11,ジャガーメイル,牡7,57,四位洋文,2:36.8,1.1/2,**,9-7-6-8,34.2,77.1,12.0,484(0),,,,[東] 堀宣行,吉田和美,
11,12,5,8,ローズキングダム,牡4,57,後藤浩輝,2:37.1,2,**,11-13-13-13,34.0,51.1,10.0,454(-8),,,,[西] 橋口弘次,サンデーレーシング,
12,13,4,6,キングトップガン,牡8,57,柴田善臣,2:37.4,1.3/4,**,9-10-11-12,34.5,132.9,13.0,506(-2),,,,[西] 鮫島一歩,池田豊治,
13,取,3,4,ペルーサ,牡4,57,安藤勝己,,,**,,,---,,計不,,,,[東] 藤沢和雄,山本英俊,
0,1,7,13,ゴールドシップ,牡3,55,内田博幸,2:31.9,,**,16-15-14-10,34.9,2.7,1.0,506(+6),,,,[西] 須貝尚介,小林英一,20344.4
1,2,3,6,オーシャンブルー,牡4,57,ルメール,2:32.1,1.1/2,**,10-7-10-10,35.3,27.6,10.0,438(+2),,,,[西] 池江泰寿,青芝商事,8098.4
2,3,5,9,ルーラーシップ,牡5,57,ウィリア,2:32.2,クビ,**,13-13-14-12,35.2,3.7,2.0,512(+6),,,,[西] 角居勝彦,サンデーレーシング,5049.2
3,4,1,2,エイシンフラッシュ,牡5,57,三浦皇成,2:32.4,1.1/2,**,7-7-7-5,35.8,10.0,3.0,488(0),,,,[西] 藤原英昭,平井豊光,3000.0
4,5,2,3,スカイディグニティ,牡3,55,スミヨン,2:32.5,1/2,**,5-5-6-5,36.0,16.7,7.0,480(-6),,,,[西] 友道康夫,Ｇ１レーシング,2000.0
5,6,5,10,ダークシャドウ,牡5,57,ムーア,2:32.5,ハナ,**,7-7-7-5,35.9,10.8,4.0,514(+2),,,,[東] 堀宣行,飯塚知一,
6,7,8,15,ナカヤマナイト,牡4,57,柴田善臣,2:33.0,3,**,12-12-10-9,36.2,13.9,5.0,490(+6),,,,[東] 二ノ宮敬,和泉信一,
7,8,8,16,ルルーシュ,牡4,57,横山典弘,2:33.4,2.1/2,**,3-3-3-2,37.1,15.6,6.0,514(+12),,,,[東] 藤沢和雄,山本英俊,
8,9,7,14,ビートブラック,牡5,57,石橋脩,2:33.4,アタマ,**,2-2-2-1,37.4,23.6,8.0,522(+8),,,,[西] 中村均,前田幸治,
9,10,4,7,ダイワファルコン,牡5,57,北村宏司,2:33.5,3/4,**,5-5-3-2,37.1,38.4,12.0,514(+8),,,,[東] 上原博之,大城敬三,
10,11,2,4,アーネストリー,牡7,57,福永祐一,2:33.5,アタマ,**,1-1-1-2,37.6,70.1,14.0,530(-4),,,,[西] 佐々木晶,前田幸治,
11,12,1,1,ローズキングダム,牡5,57,岩田康誠,2:33.6,1/2,**,4-3-3-5,37.2,51.6,13.0,460(+6),,,,[西] 橋口弘次,サンデーレーシング,
12,13,4,8,トレイルブレイザー,牡5,57,武豊,2:34.2,3.1/2,**,11-11-12-12,37.3,27.4,9.0,498(0),,,,[西] 池江泰寿,前田幸治,
13,14,6,12,オウケンブルースリ,牡7,57,田辺裕信,2:34.4,1.1/2,**,14-14-12-16,37.5,116.6,15.0,486(+2),,,,[西] 音無秀孝,福井明,
14,15,3,5,ネヴァブション,牡9,57,田中勝春,2:34.5,3/4,**,14-15-16-15,37.4,144.1,16.0,488(+8),,,,[東] 伊藤正徳,廣崎利洋,
15,16,6,11,トゥザグローリー,牡5,57,蛯名正義,2:36.1,10,**,7-7-7-12,39.5,29.6,11.0,534(-4),,,,[西] 池江泰寿,キャロットファーム,
0,1,3,6,オルフェーヴル,牡5,57,池添謙一,2:32.3,,**,13-13-12-2,36.0,1.6,1.0,466(0),,,,[西] 池江泰寿,サンデーレーシング,20340.2
1,2,2,4,ウインバリアシオン,牡5,57,岩田康誠,2:33.6,8,**,9-11-12-4,37.3,16.1,4.0,534(-4),,,,[西] 松永昌博,ウイン,8097.2
2,3,7,14,ゴールドシップ,牡4,57,ムーア,2:33.8,1.1/2,**,12-11-8-4,37.8,4.4,2.0,498(-2),,,,[西] 須貝尚介,小林英一,5048.6
3,4,6,11,ラブイズブーシェ,牡4,57,武豊,2:34.2,2.1/2,**,14-15-14-14,37.6,63.7,12.0,456(+6),,,,[西] 村山明,小林祥晃,3000.0
4,5,4,7,タマモベストプレイ,牡3,55,和田竜二,2:34.3,クビ,**,9-8-8-4,38.3,113.7,16.0,496(-6),,,,[西] 南井克巳,タマモ,2000.0
5,6,2,3,カレンミロティック,セ5,57,戸崎圭太,2:34.3,アタマ,**,2-2-1-1,38.7,28.1,6.0,450(-10),,,,[西] 平田修,鈴木隆司,
6,7,3,5,デスペラード,牡5,57,横山典弘,2:34.3,ハナ,**,6-8-11-10,38.1,33.8,7.0,478(+4),,,,[西] 安達昭夫,市川義美,
7,8,7,13,トゥザグローリー,牡6,57,ルメール,2:34.7,2.1/2,**,9-8-8-10,38.6,63.8,13.0,530(-4),,,,[西] 池江泰寿,キャロットファーム,
8,9,6,12,テイエムイナズマ,牡3,55,Ｍ．デム,2:34.9,1.1/4,**,16-16-16-14,37.7,110.2,15.0,508(+6),,,,[西] 福島信晴,竹園正繼,
9,10,1,2,ヴェルデグリーン,牡5,57,田辺裕信,2:34.9,クビ,**,14-14-14-10,38.4,37.4,8.0,480(+4),,,,[東] 相沢郁,斎藤光政,
10,11,5,10,アドマイヤラクティ,牡5,57,ウィリア,2:35.3,2.1/2,**,6-6-3-10,39.4,14.4,3.0,490(+6),,,,[西] 梅田智之,近藤利一,
11,12,4,8,ラブリーデイ,牡3,55,蛯名正義,2:35.5,1.1/4,**,3-3-3-4,39.7,81.1,14.0,476(-4),,,,[西] 池江泰寿,金子真人ホールディングス,
12,13,8,15,ナカヤマナイト,牡5,57,柴田善臣,2:35.7,1.1/2,**,3-3-2-4,40.0,47.5,10.0,498(+4),,,,[東] 二ノ宮敬,和泉信一,
13,14,8,16,トーセンジョーダン,牡7,57,内田博幸,2:35.8,1/2,**,6-6-3-4,39.9,24.8,5.0,482(+2),,,,[西] 池江泰寿,島川隆哉,
14,15,1,1,ダノンバラード,牡5,57,川田将雅,2:37.0,7,**,3-3-3-2,41.2,40.9,9.0,480(-4),,,,[西] 池江泰寿,ダノックス,
15,16,5,9,ルルーシュ,牡5,57,福永祐一,2:42.8,大,**,1-1-3-16,47.0,51.2,11.0,512(+8),,,,[東] 藤沢和雄,山本英俊,
0,1,2,4,ジェンティルドンナ,牝5,55,戸崎圭太,2:35.3,,**,3-3-3-2,34.1,8.7,4.0,470(-2),,,,[西] 石坂正,サンデーレーシング,20336.0
1,2,3,6,トゥザワールド,牡3,55,ビュイッ,2:35.4,3/4,**,7-7-6-7,33.8,31.2,9.0,524(+4),,,,[西] 池江泰寿,キャロットファーム,8096.0
2,3,7,14,ゴールドシップ,牡5,57,岩田康誠,2:35.4,ハナ,**,11-10-6-5,33.9,3.5,1.0,510(0),,,,[西] 須貝尚介,小林英一ホールディングス,5048.0
3,4,8,15,ジャスタウェイ,牡5,57,福永祐一,2:35.5,クビ,**,13-13-13-12,33.4,4.6,3.0,504(+6),,,,[西] 須貝尚介,大和屋暁,3000.0
4,5,7,13,エピファネイア,牡4,57,川田将雅,2:35.5,ハナ,**,2-2-2-1,34.6,4.0,2.0,494(+2),,,,[西] 角居勝彦,キャロットファーム,2000.0
5,6,3,5,ラキシス,牝4,55,Ｃ．デム,2:35.5,アタマ,**,5-5-5-2,34.1,36.3,11.0,458(0),,,,[西] 角居勝彦,大島昌也,
6,7,4,7,ラストインパクト,牡4,57,菱田裕二,2:35.5,クビ,**,8-9-10-10,33.7,17.6,7.0,484(-2),,,,[西] 松田博資,シルクレーシング,
7,8,1,1,トーセンラー,牡6,57,武豊,2:35.7,1,**,3-3-3-5,34.4,22.8,8.0,462(-4),,,,[西] 藤原英昭,島川隆哉,
8,9,6,12,デニムアンドルビー,牝4,55,浜中俊,2:35.7,クビ,**,11-11-10-12,33.9,118.6,16.0,448(+6),,,,[西] 角居勝彦,金子真人ホールディングス,
9,10,5,10,フェノーメノ,牡5,57,田辺裕信,2:35.7,アタマ,**,8-7-6-7,34.2,15.3,6.0,502(+8),,,,[東] 戸田博文,サンデーレーシング,
10,11,6,11,サトノノブレス,牡4,57,池添謙一,2:35.9,1.1/2,**,13-13-14-15,33.6,81.0,13.0,512(+4),,,,[西] 池江泰寿,里見治,
11,12,5,9,ウインバリアシオン,牡6,57,藤岡康太,2:35.9,ハナ,**,10-11-10-7,34.1,34.9,10.0,530(-4),,,,[西] 松永昌博,ウイン,
12,13,2,3,ワンアンドオンリー,牡3,55,横山典弘,2:36.0,1/2,**,5-5-6-10,34.4,11.8,5.0,492(+4),,,,[西] 橋口弘次,前田幸治,
13,14,1,2,ヴィルシーナ,牝5,55,内田博幸,2:36.1,クビ,**,1-1-1-2,35.4,77.7,12.0,458(+4),,,,[西] 友道康夫,佐々木主浩,
14,15,4,8,メイショウマンボ,牝4,55,武幸四郎,2:36.4,2,**,16-16-16-16,33.9,86.3,14.0,486(-4),,,,[西] 飯田祐史,松本好雄,
15,16,8,16,オーシャンブルー,牡6,57,蛯名正義,2:36.4,ハナ,**,15-15-14-14,34.2,87.1,15.0,432(-4),,,,[西] 池江泰寿,青芝商事,
0,1,4,7,ゴールドアクター,牡4,57,吉田隼人,2:33.0,,**,3-3-5-3,34.8,17.0,8.0,494(+4),,,,[東] 中川公成,居城要,25340.2
1,2,5,9,サウンズオブアース,牡4,57,Ｍ．デム,2:33.0,クビ,**,3-3-5-6,34.7,9.9,5.0,502(0),,,,[西] 藤岡健一,吉田照哉,10097.2
2,3,6,11,キタサンブラック,牡3,55,横山典弘,2:33.1,3/4,**,1-1-1-1,35.1,8.4,4.0,526(-4),,,,[西] 清水久詞,大野商事,6348.6
3,4,8,16,マリアライト,牝4,55,蛯名正義,2:33.1,アタマ,**,3-3-2-2,35.0,41.5,12.0,434(+4),,,,[東] 久保田貴,キャロットファーム,3800.0
4,5,2,4,ラブリーデイ,牡5,57,川田将雅,2:33.2,1/2,**,6-6-8-6,34.7,4.5,2.0,488(+2),,,,[西] 池江泰寿,金子真人ホールディングス,2500.0
5,6,5,10,トーセンレーヴ,牡7,57,ボウマン,2:33.3,クビ,**,14-14-15-13,34.4,86.7,14.0,480(+2),,,,[西] 池江泰寿,島川隆哉,
6,7,3,5,アドマイヤデウス,牡4,57,岩田康誠,2:33.3,ハナ,**,6-6-7-10,34.9,34.4,11.0,484(+4),,,,[西] 橋田満,近藤利一,
7,8,8,15,ゴールドシップ,牡6,57,内田博幸,2:33.3,クビ,**,16-16-2-3,35.2,4.1,1.0,508(-2),,,,[西] 須貝尚介,小林英一ホールディングス,
8,9,4,8,ワンアンドオンリー,牡4,57,浜中俊,2:33.5,1,**,11-11-12-13,34.8,30.4,10.0,498(0),,,,[西] 橋口弘次,前田幸治,
9,10,7,13,ルージュバック,牝3,53,戸崎圭太,2:33.5,クビ,**,10-10-8-5,35.0,10.7,6.0,458(+6),,,,[東] 大竹正博,キャロットファーム,
10,11,3,6,アルバート,牡4,57,アッゼニ,2:33.6,クビ,**,15-15-12-10,34.9,16.1,7.0,466(0),,,,[東] 堀宣行,林正道,
11,12,2,3,ラストインパクト,牡5,57,菱田裕二,2:33.6,クビ,**,8-9-10-9,35.0,20.6,9.0,496(+2),,,,[西] 松田博資,シルクレーシング,
12,13,1,2,ヒットザターゲット,牡7,57,小牧太,2:33.7,1/2,**,8-8-10-13,35.1,55.4,13.0,516(+2),,,,[西] 加藤敬二,前田晋二,
13,14,7,14,ダービーフィズ,牡5,57,大野拓弥,2:33.9,1.1/4,**,12-12-12-10,35.2,138.8,16.0,462(-6),,,,[東] 小島太,社台レースホース,
14,15,1,1,オーシャンブルー,牡7,57,石川裕紀,2:35.4,9,**,12-12-16-16,36.4,122.8,15.0,446(+2),,,,[西] 池江泰寿,青芝商事,
15,16,6,12,リアファル,牡3,55,ルメール,2:35.5,クビ,**,2-2-2-6,37.4,5.6,3.0,506(0),,,,[西] 音無秀孝,キャロットファーム,
0,1,6,11,サトノダイヤモンド,牡3,55,ルメール,2:32.6,,**,4-3-3-3,35.5,2.6,1.0,502(+4),,,,[西] 池江泰寿,里見治,30340.2
1,2,1,1,キタサンブラック,牡4,57,武豊,2:32.6,クビ,**,2-2-2-2,35.8,2.7,2.0,536(0),,,,[西] 清水久詞,大野商事,12097.2
2,3,1,2,ゴールドアクター,牡5,57,吉田隼人,2:32.7,1/2,**,3-3-3-3,35.7,7.9,3.0,498(-6),,,,[東] 中川公成,居城寿与,7548.6
3,4,2,4,ヤマカツエース,牡4,57,池添謙一,2:32.9,1.1/4,**,9-10-13-12,35.1,32.6,8.0,508(+4),,,,[西] 池添兼雄,山田和夫,4500.0
4,5,4,8,ミッキークイーン,牝4,55,浜中俊,2:33.0,クビ,**,9-9-6-6,35.8,21.9,7.0,434(-8),,,,[西] 池江泰寿,野田みづき,3000.0
5,6,7,14,シュヴァルグラン,牡4,57,福永祐一,2:33.1,1/2,**,11-10-8-5,35.7,16.2,5.0,484(+2),,,,[西] 友道康夫,佐々木主浩,
6,7,8,15,アルバート,牡5,57,戸崎圭太,2:33.3,1.1/2,**,11-12-15-16,35.3,68.0,10.0,472(0),,,,[東] 堀宣行,林正道,
7,8,3,6,サウンズオブアース,牡5,57,Ｍ．デム,2:33.4,1/2,**,11-12-10-8,35.8,8.7,4.0,506(+4),,,,[西] 藤岡健一,吉田照哉,
8,9,7,13,デニムアンドルビー,牝6,55,バルザロ,2:33.4,クビ,**,14-14-10-8,35.7,71.0,11.0,444(0),,,,[西] 角居勝彦,金子真人ホールディングス,
9,10,8,16,マリアライト,牝5,55,蛯名正義,2:33.6,1.1/2,**,7-7-8-11,36.2,19.3,6.0,436(+4),,,,[東] 久保田貴,キャロットファーム,
10,11,5,10,アドマイヤデウス,牡5,57,岩田康誠,2:33.6,ハナ,**,4-5-6-6,36.3,51.5,9.0,490(+14),,,,[西] 橋田満,近藤利一,
11,12,5,9,ヒットザターゲット,牡8,57,田辺裕信,2:34.1,3,**,16-16-15-13,36.1,189.6,15.0,520(+4),,,,[西] 加藤敬二,前田晋二,
12,13,6,12,サトノノブレス,牡6,57,シュミノ,2:34.8,4,**,7-5-3-8,37.8,155.2,13.0,510(-2),,,,[西] 池江泰寿,里見治,
13,14,2,3,ムスカテール,牡8,57,中谷雄太,2:34.9,1/2,**,14-14-13-14,37.1,202.3,16.0,492(+2),,,,[西] 友道康夫,吉田勝己,
14,15,4,7,マルターズアポジー,牡4,57,武士沢友,2:35.0,1/2,**,1-1-1-1,38.3,83.1,12.0,536(+8),,,,[東] 堀井雅広,藤田在子,
15,16,3,5,サムソンズプライド,牡6,57,横山典弘,2:35.6,3.1/2,**,6-7-10-14,38.0,180.3,14.0,484(0),,,,[東] 杉浦宏昭,シルクレーシング,
0,1,1,2,キタサンブラック,牡5,57,武豊,2:33.6,,**,1-1-1-1,35.2,1.9,1.0,540(-2),,,,[西] 清水久詞,大野商事,30336.0
1,2,2,3,クイーンズリング,牝5,55,ルメール,2:33.8,1.1/2,**,4-5-5-3,35.1,33.1,8.0,474(0),,,,[西] 吉村圭司,吉田千津,12096.0
2,3,5,10,シュヴァルグラン,牡5,57,ボウマン,2:33.8,ハナ,**,8-8-8-8,34.8,6.7,3.0,474(+4),,,,[西] 友道康夫,佐々木主浩,7548.0
3,4,7,14,スワーヴリチャード,牡3,55,Ｍ．デム,2:33.8,クビ,**,10-12-10-8,34.5,4.5,2.0,510(+8),,,,[西] 庄野靖志,ＮＩＣＫＳ,4500.0
4,5,6,11,ルージュバック,牝5,55,北村宏司,2:34.0,1.1/4,**,16-16-16-16,34.3,55.4,10.0,460(+6),,,,[東] 大竹正博,キャロットファーム,3000.0
5,6,4,7,シャケトラ,牡4,57,福永祐一,2:34.1,3/4,**,2-2-2-2,35.6,29.6,7.0,520(-4),,,,[西] 角居勝彦,金子真人ホールディングス,
6,7,8,16,サウンズオブアース,牡6,57,Ｃ．デム,2:34.2,クビ,**,15-14-13-15,34.7,132.9,14.0,512(+10),,,,[西] 藤岡健一,吉田照哉,
7,8,4,8,レインボーライン,牡4,57,岩田康誠,2:34.3,1/2,**,13-12-13-13,34.9,44.7,9.0,444(-4),,,,[西] 浅見秀一,三田昌宏,
8,9,3,6,サトノクロニクル,牡3,55,戸崎圭太,2:34.3,クビ,**,6-6-6-6,35.5,70.7,11.0,454(0),,,,[西] 池江泰寿,サトミホースカンパニー,
9,10,1,1,ヤマカツエース,牡5,57,池添謙一,2:34.4,1/2,**,2-3-3-3,35.8,24.6,6.0,510(+4),,,,[西] 池添兼雄,山田和夫,
10,11,7,13,ミッキークイーン,牝5,55,浜中俊,2:34.5,1/2,**,13-14-13-13,35.1,19.6,5.0,432(-10),,,,[西] 池江泰寿,野田みづき,
11,12,2,4,ブレスジャーニー,牡3,55,三浦皇成,2:34.6,3/4,**,10-10-10-11,35.4,71.7,12.0,466(+4),,,,[西] 佐々木晶,島川隆哉,
12,13,6,12,サトノクラウン,牡5,57,ムーア,2:34.6,ハナ,**,10-10-10-11,35.4,9.8,4.0,496(0),,,,[東] 堀宣行,サトミホースカンパニー,
13,14,3,5,トーセンビクトリー,牝5,55,田辺裕信,2:34.8,1.1/4,**,6-6-6-3,36.0,159.5,15.0,482(+10),,,,[西] 角居勝彦,島川隆哉,
14,15,8,15,カレンミロティック,セ9,57,川田将雅,2:35.1,1.3/4,**,4-3-3-6,36.5,204.8,16.0,460(+4),,,,[西] 平田修,鈴木隆司,
15,16,5,9,サクラアンプルール,牡6,57,蛯名正義,2:35.5,2.1/2,**,8-8-8-8,36.6,72.9,13.0,494(+12),,,,[東] 金成貴史,さくらコマース,
