,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2016/12/11,5阪神4,晴,11,阪神ジュベナイルF(G1),,18,8,17,17.2,6,5,和田竜二,54,芝1600,良,**,1:34.9,0.9,**,13-13,34.7-35.2,35.2,460(-10),,,ソウルスターリング,650.0
1,2016/08/28,2新潟10,晴,11,新潟2歳S(G3),,15,6,10,6.5,3,1,福永祐一,54,芝1600,良,**,1:34.3,-0.2,**,7-8,36.0-33.6,33.2,470(+4),,,(オーバースペック),3158.1
2,2016/07/23,3中京7,曇,5,2歳新馬,,18,5,10,5.2,3,1,川田将雅,54,芝1400,良,**,1:22.6,-0.2,**,3-6,35.1-35.4,35.1,466(0),,,(ラニカイサンデー),700.0
