,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2017/01/29,2京都2,曇,6,3歳500万下,,11,3,3,3.4,2,1,武幸四郎,56,芝1400,良,**,1:22.3,-0.2,**,5-5,36.0-34.3,33.8,514(+2),,,(ファンタジステラ),720.0
1,2016/12/03,5中山1,曇,9,葉牡丹賞(500万下),,12,1,1,8.2,3,4,武幸四郎,55,芝2000,良,**,2:01.9,0.9,**,2-2-2-2,36.3-35.9,36.7,512(+6),,,レイデオロ,150.0
2,2016/08/07,2小倉4,晴,5,2歳新馬,,16,4,8,1.7,1,1,武幸四郎,54,芝1800,良,**,1:50.4,-0.1,**,1-1-1-1,37.4-36.0,36.0,506(0),,,(シシオウ),700.0
