0,
1,36.5
2,37.5
3,37.3
4,36.2
5,36.0
6,36.3
7,36.6
8,37.7
9,36.1
10,36.6
11,37.1
12,36.7
13,35.3
14,36.4
15,35.7
16,36.0
17,35.1
18,35.3
19,36.2
20,37.1
