,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
12,2014/08/10,1札幌6,曇,11,札幌日経OP(OP),,12,4,4,5.8,2,4,吉田豊,56.0,芝2600,良,**,2:41.9,1.0,**,5-5-6-5,37.8-34.6,35.1,480(+2),,,バンデ,330.0
13,2014/04/12,3中山5,晴,10,湾岸S(1600万下),,18,8,17,4.1,2,1,吉田豊,57.0,芝2200,良,**,2:11.9,-0.5,**,8-8-9-4,35.8-34.7,34.2,478(+4),,,(グランデスバル),1828.5
14,2014/03/15,2中山5,晴,10,サンシャインS(1600万下),,16,2,4,5.8,2,2,吉田豊,57.0,芝2500,良,**,2:34.1,0.0,**,4-3-5-4,30.2-36.7,36.4,474(-10),,,マイネルメダリスト,729.8
15,2014/02/17,1東京4,晴,10,早春S(1600万下),,12,1,1,4.7,3,3,吉田豊,57.0,芝2400,重,**,2:26.8,0.1,**,10-9-9-9,35.6-35.8,34.7,484(-2),,,プロモントーリオ,454.0
16,2014/01/13,1中山5,晴,10,迎春S(1600万下),,12,8,12,3.4,1,5,吉田豊,57.0,芝2500,良,**,2:36.4,0.1,**,1-1-1-1,32.2-36.5,36.6,486(+6),,,マイネルジェイド,179.0
17,2013/12/23,5中山9,晴,10,クリスマスC(1600万下),,18,7,14,5.7,3,7,丸田恭介,57.0,芝2200,良,**,2:14.7,0.7,**,12-13-13-12,36.3-36.4,35.8,480(-4),,,マイネオーチャード,
18,2013/11/30,5中山1,晴,11,ステイヤーズS(G2),,13,7,10,11.8,6,5,吉田豊,56.0,芝3600,良,**,3:46.2,1.0,**,2-2-2-1,36.5-36.8,37.4,484(+2),,,デスペラード,600.0
19,2013/10/20,4東京7,雨,10,甲斐路S(1600万下),,12,5,6,6.1,3,3,内田博幸,57.0,芝1800,不,**,1:52.5,0.7,**,5-5-4,38.1-35.5,35.9,482(+2),,,ディサイファ,443.8
20,2013/10/05,4東京1,小雨,10,オクトーバーS(1600万下),,16,5,9,4.7,2,9,吉田豊,57.5,芝2400,稍,**,2:27.0,0.7,**,7-7-3-2,36.2-35.3,35.7,480(+8),,,ホッコーブレーヴ,
21,2013/05/26,2東京12,晴,12,目黒記念(G2),,18,6,12,14.5,7,8,吉田豊,54.0,芝2500,良,**,2:30.4,0.8,**,16-16-17-16,29.5-35.2,34.6,472(0),,,ムスカテール,
22,2013/04/20,2東京1,小雨,11,メトロポリタンS(OP),,12,7,10,6.1,4,2,吉田豊,54.0,芝2400,良,**,2:24.4,0.1,**,9-9-9-9,35.6-35.6,34.1,472(-2),,,カフナ,887.6
23,2013/03/09,2中山5,晴,10,サンシャインS(1600万下),,16,2,3,5.7,2,1,吉田豊,55.0,芝2500,良,**,2:34.0,0.0,**,1-1-1-1,31.2-35.6,35.6,474(-2),,,(タイタン),1773.6
24,2013/01/19,1中山6,晴,10,東雲賞(1000万下),,13,7,10,3.9,2,1,吉田豊,56.0,芝2000,稍,**,2:01.7,-0.1,**,11-11-10-8,36.9-35.4,34.3,476(0),,,(ソルレヴァンテ),1476.4
25,2012/12/23,5中山8,曇,8,グッドラックH(1000万下),,16,7,13,5.7,3,4,吉田豊,55.0,芝2500,良,**,2:34.6,0.2,**,9-7-9-7,29.5-36.5,35.5,476(+2),,,マイネルメダリスト,210.0
26,2012/10/27,4東京8,晴,9,精進湖特別(1000万下),,9,7,7,10.3,5,8,石橋脩,55.0,芝2000,良,**,2:01.2,1.0,**,6-7-6,37.0-33.3,33.3,474(0),,,メイショウカドマツ,
27,2012/10/08,4東京3,晴,10,本栖湖特別(1000万下),,11,1,1,4.5,3,2,吉田豊,53.0,芝2400,良,**,2:24.9,0.1,**,3-3-3-3,36.1-36.3,35.3,474(0),,,マイネルマーク,567.6
28,2012/09/17,4中山5,晴,11,セントライト記念(G2),,17,4,7,55.7,11,7,吉田豊,56.0,芝2200,良,**,2:11.5,0.7,**,13-15-17-16,35.2-34.7,34.1,474(+4),,,フェノーメノ,
29,2012/07/01,2福島6,曇,11,ラジオNIKKEI賞(G3),,16,2,3,18.3,9,5,吉田豊,53.0,芝1800,良,**,1:48.4,0.5,**,10-10-12-11,35.5-35.2,34.7,470(+2),,,ファイナルフォーム,370.0
30,2012/05/05,2東京5,晴,11,プリンシパルS(OP),,17,8,17,15.3,6,9,吉田豊,56.0,芝2000,良,**,2:01.7,0.8,**,5-5-5,35.6-34.9,35.1,468(-4),,,スピルバーグ,
31,2012/04/14,3中山7,雨,9,山藤賞(500万下),,10,1,1,4.2,2,1,松岡正海,56.0,芝2000,不,**,2:07.4,-0.3,**,3-3-1-2,38.8-37.0,37.0,472(+12),,,(ダイワマッジョーレ),975.9
32,2012/02/25,2中山1,曇,9,水仙賞(500万下),,10,3,3,4.4,2,2,松岡正海,56.0,芝2200,不,**,2:21.2,0.2,**,6-6-3-3,37.6-38.0,37.9,460(+2),,,シルバーウエイブ,387.8
33,2012/02/05,1東京4,晴,5,3歳未勝利,,16,2,4,3.4,1,1,吉田豊,56.0,芝1800,良,**,1:49.0,0.0,**,2-3-3,36.8-34.2,33.9,458(-2),,,(ラウンドロビン),500.0
34,2012/01/09,1中山3,晴,5,3歳未勝利,,16,6,11,8.2,5,2,吉田豊,56.0,芝2200,良,**,2:17.5,0.4,**,11-12-10-9,37.4-35.0,34.2,460(+6),,,マイネルテンクウ,200.0
35,2011/12/11,5中山4,晴,3,2歳未勝利,,16,2,3,10.6,6,5,津村明秀,55.0,芝1800,稍,**,1:51.4,0.3,**,7-7-8-8,36.7-35.8,35.5,454(0),,,サトノレオパード,50.0
36,2011/11/19,5東京5,雨,5,2歳新馬,,15,5,9,23.3,9,2,松岡正海,55.0,芝1800,良,**,1:54.1,0.2,**,12-11-10,38.5-34.5,34.0,454(0),,,フェアブレシア,280.0
