0,馬名 年齢 騎手 斤量
1,ネオリアリズム 牡6 Ｍデム 57.0
2,マイネルミラノ 牡7 柴田大 56.0
3,ヴィブロス 牝4 内田博 54.0
4,リアルスティール 牡5 戸崎圭 58.0
5,サクラアンプルール 牡6 横山典 56.0
6,ヒラボクディープ 牡7 北村宏 56.0
7,アンビシャス 牡5 ルメー 57.0
8,ツクバアズマオー 牡6 吉田豊 56.0
9,ロゴタイプ 牡7 田辺 58.0
10,ヌーヴォレコルト 牝6 岩田 54.0
11,クリールカイザー 牡8 石川 56.0
