,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
10,11,5,7,ライトバウア,牡6,57.0,高橋亮,1:09.6,ハナ,,11-12,34.7,116.0,10.0,504(+6),,,,[西] 橋口弘次,社台レースホース,
11,12,3,4,セレクトグリーン,牡5,56.0,幸英明,1:09.6,クビ,,5-6,35.6,26.1,6.0,502(-12),,,,[西] 音無秀孝,グリーンファーム,
12,13,6,9,ロードフェイス,牡5,56.0,加藤和宏,1:09.7,クビ,,11-12,34.7,33.0,7.0,504(-8),,,,[東] 藤沢和雄,ロードホースクラブ,
13,14,7,12,ジェットアラウンド,牡6,57.0,村本善之,1:10.2,3,,8-9,35.8,191.7,13.0,494(-2),,,,[西] 池江泰郎,ロイヤルファーム,
0,1,8,13,ブロードアピール,牝7,55.0,武幸四郎,1:09.5,,,12-12,34.5,9.1,4.0,466(-2),,,,[西] 松田国英,金子真人,4351.8
1,2,5,8,トロットスター,牡5,56.0,河内洋,1:09.7,1.1/4,,10-8,35.1,21.4,6.0,450(-14),,,,[東] 中野栄治,高野稔,1714.8
2,3,6,10,タイキダイヤ,牝5,54.0,福永祐一,1:09.7,クビ,,3-2,35.7,2.5,1.0,474(+10),,,,[東] 田中清隆,大樹ファーム,1107.4
3,4,6,9,マイネルラヴ,牡6,59.0,横山典弘,1:09.8,クビ,,4-2,35.8,2.8,2.0,512(-2),,,,[東] 稲葉隆一,サラブレッドクラブ・ラフィアン,650.0
4,5,5,7,ダイタクカミカゼ,牡8,57.0,高橋亮,1:10.0,1.1/4,,14-13,34.8,69.5,9.0,470(-2),,,,[西] 橋口弘次,中村和子,430.0
5,6,7,12,イズミサクセス,牡6,57.0,塩村克己,1:10.1,クビ,,9-8,35.5,528.9,14.0,448(+16),,,,[東] 本郷一彦,斉藤猛,
6,7,1,1,ジョンカラノテガミ,牡6,57.0,角田晃一,1:10.3,1.1/2,,4-5,36.2,34.5,7.0,506(-6),,,,[東] 阿部新生,千田幸信,
7,8,8,14,ジョープロテクター,牡7,57.0,安藤勝己,1:10.5,1.1/4,,7-6,36.2,10.2,5.0,508(0),,,,[西] 柴田光陽,上田けい子,
8,9,4,6,タヤスブルーム,牝5,54.0,飯田祐史,1:10.6,1/2,,10-11,35.9,70.3,10.0,446(-4),,,,[西] 山内研二,横瀬寛一,
9,10,2,2,スピードスター,牡8,57.0,上村洋行,1:10.6,アタマ,,12-13,35.6,102.7,11.0,496(0),,,,[西] 長浜博之,ヤブウチ,
10,11,4,5,シンボリスウォード,牡6,57.0,藤田伸二,1:11.1,3,,2-1,37.2,6.4,3.0,494(-6),,,,[東] 藤沢和雄,シンボリ牧場,
11,12,7,11,ハートマン,牡8,57.0,松永幹夫,1:11.1,クビ,,4-6,36.9,35.2,8.0,484(+14),,,,[西] 加用正,誓山正伸,
12,13,3,3,リザーブユアハート,牡5,56.0,小屋敷昭,1:11.2,1/2,,1-2,37.4,298.2,12.0,474(+42),,,,[西] 白井寿昭,前田幸治,
13,14,3,4,マイネルヒーロー,牡8,57.0,池添謙一,1:11.5,1.3/4,,8-8,37.1,358.5,13.0,512(+6),,,,[東] 稲葉隆一,サラブレッドクラブ・ラフィアン,
0,1,2,2,トロットスター,牡5,58.0,蛯名正義,1:08.7,,,8-7,34.2,1.8,1.0,446(0),,,,[東] 中野栄治,高野稔,4354.6
1,2,5,7,タイキトレジャー,牡5,57.0,横山典弘,1:08.7,クビ,,5-4,34.5,2.7,2.0,470(0),,,,[東] 藤沢和雄,大樹ファーム,1715.6
2,3,5,8,ツルマルザムライ,牡5,57.0,福永祐一,1:08.9,1.1/2,,5-4,34.7,33.7,5.0,458(+4),,,,[西] 橋口弘次,鶴田任男,1107.8
3,4,3,3,ゲイリーフラッシュ,牡8,57.0,小林徹弥,1:08.9,アタマ,,8-9,34.3,61.9,10.0,438(0),,,,[西] 安田伊佐,東京サラブレッドビューロー,650.0
4,5,6,10,イソノウイナー,牡7,57.0,飯田祐史,1:09.1,1,,14-14,33.7,35.3,6.0,446(0),,,,[西] 清水久雄,磯野俊雄,430.0
5,6,6,9,サイキョウサンデー,牡5,57.0,河内洋,1:09.2,1/2,,5-7,34.8,42.2,8.0,482(+2),,,,[西] 坂口正大,奥本賢一郎,
6,7,3,4,ラヴィエベル,牝4,55.0,佐藤哲三,1:09.4,1.1/4,,13-13,34.3,255.7,12.0,458(-8),,,,[東] 高松邦男,伊達秀和,
7,8,7,11,バーガンディレッド,牝5,55.0,上村洋行,1:09.4,アタマ,,8-9,34.8,53.1,9.0,468(+4),,,,[東] 鈴木伸尋,キャロットファーム,
8,9,7,12,テネシーガール,牝4,55.0,武幸四郎,1:09.4,クビ,,1-1,35.5,8.6,3.0,494(0),,,,[西] 坪正直,平井豊光,
9,10,8,13,フレンチパッション,牝5,55.0,原田聖二,1:09.5,クビ,,4-4,35.4,41.7,7.0,462(+4),,,,[西] 福島信晴,吉田修,
10,11,4,6,ジョープロテクター,牡7,57.0,古川吉洋,1:09.6,3/4,,11-12,34.8,445.6,14.0,508(+4),,,,[西] 柴田光陽,上田けい子,
11,12,4,5,フェイマスケイ,牡7,57.0,池添謙一,1:09.8,1,,11-9,35.1,167.9,11.0,496(-2),,,,[東] 嶋田潤,永嶋啓治,
12,13,1,1,ダンツキャスト,牡4,57.0,幸英明,1:09.8,ハナ,,2-2,35.9,18.0,4.0,512(0),,,,[西] 谷潔,山元哲二,
13,14,8,14,キーゴールド,牡6,57.0,内田浩一,1:10.1,2,,2-2,36.1,275.1,13.0,510(+16),,,,[西] 宮徹,北前米子,
0,1,2,4,ゲイリーフラッシュ,牡9,52.0,小林徹弥,1:08.7,,,5-3,34.4,97.5,14.0,446(+2),,,,[西] 安田伊佐,東京サラブレッドビューロー,4359.5
1,2,5,10,サイキョウサンデー,牡6,55.0,四位洋文,1:08.8,1/2,,8-7,34.3,4.4,2.0,486(0),,,,[西] 坂口正大,奥本賢一郎,1717.0
2,3,4,8,アイティースワロー,セ5,53.0,太宰啓介,1:08.8,クビ,,2-2,34.8,28.2,10.0,486(+4),,,,[西] 柴田光陽,井門敏雄,1108.5
3,4,4,7,ナムラマイカ,牝5,51.0,渡辺薫彦,1:08.9,クビ,,1-1,35.0,26.1,9.0,454(+2),,,,[西] 福島信晴,奈村信重,650.0
4,5,1,2,タイキダイヤ,牝6,53.0,秋山真一,1:08.9,クビ,,5-7,34.5,21.5,8.0,478(+4),,,,[東] 田中清隆,大樹ファーム,430.0
5,6,7,14,トロットスター,牡6,59.5,蛯名正義,1:09.0,クビ,,11-9,34.3,2.7,1.0,452(+8),,,,[東] 中野栄治,高野稔,
6,7,8,15,ノボリユキオー,牡6,54.0,福永祐一,1:09.1,1/2,,5-6,34.8,11.5,5.0,460(-2),,,,[西] 瀬戸口勉,原田豊,
7,8,3,5,ジョンカラノテガミ,牡7,56.0,佐藤哲三,1:09.2,1/2,,14-13,34.3,7.4,3.0,512(+4),,,,[東] 阿部新生,千田幸信,
8,9,3,6,リキアイタイカン,牡4,55.0,山田泰誠,1:09.3,3/4,,13-13,34.5,11.6,6.0,482(0),,,,[西] 松田正弘,高山幸雄,
9,10,6,12,キタサンチャンネル,牡4,54.0,小牧太,1:09.3,アタマ,,9-9,34.7,10.4,4.0,490(-4),,,,[西] 橋口弘次,大野商事,
10,11,2,3,フサイチオーレ,牡4,53.0,和田竜二,1:09.4,1/2,,11-9,34.7,31.0,11.0,446(+4),,,,[西] 森秀行,関口房朗,
11,12,8,16,ロッキーアピール,牡4,52.0,松永幹夫,1:09.5,1/2,,9-9,35.0,16.4,7.0,480(+2),,,,[西] 松田国英,金子真人,
12,13,1,1,スニーカー,牝6,49.0,川島信二,1:09.6,クビ,,14-13,34.7,33.0,12.0,446(+4),,,,[東] 鈴木伸尋,飯田正剛,
13,14,5,9,ケイワンバイキング,セ9,54.0,池添謙一,1:09.8,1.1/4,,16-16,34.6,74.6,13.0,446(-10),,,,[東] 奥平真治,北村和哉,
14,15,6,11,フレンチパッション,牝6,49.0,原田聖二,1:10.0,1.1/2,,2-5,35.9,142.4,15.0,456(+4),,,,[西] 福島信晴,吉田修,
15,16,7,13,ラムジェットシチー,牡6,54.0,飯田祐史,1:10.1,1/2,,2-3,36.0,171.5,16.0,524(+4),,,,[西] 佐々木晶,友駿ホースクラブ,
0,1,5,8,テイエムサンデー,牡7,54.0,秋山真一,1:08.6,,,12-11,33.3,12.4,6.0,500(-2),,,,[西] 福島勝,竹園正繼,4350.4
1,2,6,10,カフェボストニアン,牡4,55.0,松永幹夫,1:08.7,クビ,,1-1,34.4,4.4,2.0,526(-12),,,,[東] 松山康久,西川清,1714.4
2,3,5,7,サニングデール,牡4,57.0,福永祐一,1:08.9,1.1/4,,6-7,34.1,2.1,1.0,456(+4),,,,[西] 瀬戸口勉,後藤繁樹,1107.2
3,4,8,14,ゴールデンロドリゴ,牡6,56.0,佐藤哲三,1:08.9,クビ,,2-2,34.5,9.1,4.0,502(+2),,,,[西] 飯田雄三,山住れい子,650.0
4,5,7,12,リキアイタイカン,牡5,57.5,四位洋文,1:09.1,1.1/2,,6-3,34.3,8.7,3.0,500(+4),,,,[西] 松田正弘,高山幸雄,430.0
5,6,7,11,テイエムサウスポー,牡5,54.0,太宰啓介,1:09.1,ハナ,,3-3,34.4,109.1,11.0,528(+6),,,,[西] 柴田光陽,竹園正繼,
6,7,3,3,スターエルドラード,牡4,54.0,ボニヤ,1:09.3,1.1/4,,3-3,34.7,46.1,9.0,476(0),,,,[西] 森秀行,新木正夫,
7,8,4,5,ニホンピロハーレー,牡7,54.0,和田竜二,1:09.4,1/2,,10-7,34.3,10.2,5.0,508(+4),,,,[西] 田所秀孝,小林百太郎,
8,9,4,6,マヤノトライミー,牡7,50.0,安部幸夫,1:09.4,ハナ,,14-13,33.8,174.3,13.0,460(0),,,,[西] 坂口正大,田所祐,
9,10,8,13,ジョーディシラオキ,牝6,51.0,小坂忠士,1:09.5,3/4,,6-7,34.5,175.9,14.0,464(+4),,,,[西] 松田国英,大成牧場,
10,11,3,4,キシュウファンタジ,牝6,49.0,黒岩悠,1:09.6,クビ,,9-10,34.5,111.3,12.0,490(0),,,,[西] 吉岡八郎,木村善一,
11,12,2,2,ダンツキャスト,牡6,54.0,小牧太,1:09.7,1/2,,10-11,34.5,29.0,8.0,506(-8),,,,[西] 谷潔,山元哲二,
12,13,1,1,ナリタダイドウ,牡6,54.0,池添謙一,1:09.7,クビ,,12-13,34.2,85.8,10.0,464(+18),,,,[西] 中尾謙太,山路秀則,
13,14,6,9,ナムラマイカ,牝6,52.0,幸英明,1:09.8,1/2,,3-3,35.2,17.9,7.0,452(-2),,,,[西] 福島信晴,奈村信重,
0,1,6,11,キーンランドスワン,牡5,56.0,スボリッ,1:08.6,,,5-4,33.8,3.4,1.0,488(-2),,,,[西] 森秀行,平井豊光,4363.0
1,2,4,8,サーガノヴェル,牝5,54.0,岩田康誠,1:08.7,1/2,,7-7,33.7,19.4,9.0,486(-2),,,,[東] 古賀史生,前田幸治,1718.0
2,3,3,5,サニングデール,牡5,57.5,福永祐一,1:08.7,ハナ,,9-9,33.4,11.3,6.0,452(+2),,,,[西] 瀬戸口勉,後藤繁樹,1109.0
3,4,8,15,トーセンオリオン,牡4,54.0,安藤光彰,1:08.8,クビ,,2-2,34.3,10.9,5.0,468(+2),,,,[東] 萩原清,島川隆哉,650.0
4,5,8,16,サダムブルースカイ,牡5,55.0,角田晃一,1:08.8,クビ,,2-4,34.2,21.8,10.0,536(+6),,,,[西] 中村均,大西定,430.0
5,6,5,9,ゴールデンロドリゴ,牡7,56.0,四位洋文,1:08.9,1/2,,11-11,33.3,17.3,8.0,506(0),,,,[西] 飯田雄三,山住れい子,
6,7,2,3,ドローアウター,牡4,54.0,松永幹夫,1:09.0,3/4,,1-1,34.6,6.0,3.0,536(+6),,,,[西] 山本正司,前田幸治,
7,8,7,14,ナムラマイカ,牝7,52.0,古川吉洋,1:09.0,ハナ,,5-6,34.2,43.8,11.0,468(+6),,,,[西] 福島信晴,奈村信重,
8,9,1,2,ワンダフルデイズ,牡4,55.0,川原正一,1:09.1,1/2,,14-13,33.2,5.8,2.0,502(+4),,,,[西] 武田博,前田幸治,
9,10,5,10,モンパルナス,牝4,53.0,佐藤哲三,1:09.1,クビ,,2-2,34.6,12.1,7.0,436(-4),,,,[西] 坪憲章,角田哲男,
10,11,1,1,フィールドスパート,牡6,53.0,小林徹弥,1:09.3,1,,7-7,34.3,129.5,13.0,548(-2),,,,[西] 山内研二,地田勝三,
11,12,4,7,ゴールデンキャスト,牡4,54.0,幸英明,1:09.3,クビ,,14-11,33.4,6.6,4.0,480(+6),,,,[西] 橋口弘次,前田幸治,
12,13,6,12,リキアイタイカン,牡6,56.5,竹之下智,1:09.4,1/2,,12-13,33.6,46.5,12.0,500(0),,,,[西] 松田正弘,高山幸雄,
13,14,2,4,ニホンピロハーレー,牡8,53.0,渡辺薫彦,1:09.6,1.1/2,,16-15,33.5,278.0,16.0,500(+8),,,,[西] 服部利之,小林百太郎,
14,15,7,13,ナリタダイドウ,牡7,52.0,常石勝義,1:09.6,ハナ,,9-9,34.2,148.7,14.0,466(+2),,,,[西] 中尾謙太,山路秀則,
15,16,3,6,トウショウリープ,牡7,53.0,小池隆生,1:09.8,1.1/4,,13-15,33.9,182.5,15.0,494(0),,,,[東] 大久保洋,トウショウ産業,
0,1,4,8,プレシャスカフェ,牡6,58.0,蛯名正義,1:08.1,,,6-5,33.7,1.9,1.0,498(+2),,,,[東] 小島太,西川清,4160.2
1,2,6,12,ギャラントアロー,牡5,58.0,幸英明,1:08.2,1/2,,3-3,34.0,17.3,6.0,500(+2),,,,[西] 崎山博樹,冨沢敦子,1617.2
2,3,3,6,トップパシコ,牡5,53.0,高山太郎,1:08.2,クビ,,1-1,34.3,27.4,10.0,512(0),,,,[東] 佐藤全弘,酒井芳秀,1008.6
3,4,5,10,リミットレスビッド,牡6,56.0,武幸四郎,1:08.4,1.1/4,,2-2,34.3,4.5,2.0,506(+4),,,,[西] 加用正,社台レースホース,620.0
4,5,1,2,ドリームカムカム,牝7,54.0,大西直宏,1:08.4,クビ,,3-3,34.2,25.2,8.0,470(-4),,,,[東] 国枝栄,飯田正剛,410.0
5,6,7,14,ゴールデンキャスト,牡5,57.0,小牧太,1:08.6,3/4,,6-5,34.2,16.4,5.0,496(+4),,,,[西] 橋口弘次,前田幸治,
6,7,4,7,キングオブサンデー,牡9,53.0,藤岡佑介,1:08.6,アタマ,,13-11,33.7,387.1,16.0,496(+20),,,,[西] 森秀行,鈴木義孝,
7,8,6,11,コンコルディア,牝4,53.0,松永幹夫,1:08.8,1.1/4,,10-11,34.2,14.5,4.0,486(-2),,,,[西] 安田隆行,サンデーレーシング,
8,9,3,5,ゲイリーファントム,牡6,52.0,川島信二,1:08.8,アタマ,,10-9,34.2,286.1,15.0,544(0),,,,[西] 鶴留明雄,東京サラブレッドビューロー,
9,10,8,16,マルターズヒート,牝4,52.0,川原正一,1:08.8,クビ,,6-5,34.3,54.6,12.0,484(0),,,,[西] 坂口正則,藤田与志男,
10,11,1,1,ナイキアヘッド,牡6,55.0,安藤勝己,1:08.9,クビ,,3-8,34.7,12.3,3.0,494(-6),,,,[東] 古賀史生,小野誠治,
11,12,7,13,サダムブルースカイ,牡6,54.0,長谷川浩,1:09.0,1/2,,13-14,34.2,114.3,13.0,528(+10),,,,[西] 中村均,大西定,
12,13,2,4,マルターズホーク,牡8,52.0,小林徹弥,1:09.0,クビ,,16-16,33.9,261.3,14.0,500(+2),,,,[東] 手塚貴久,藤田与志男,
13,14,5,9,ゴールデンロドリゴ,牡8,56.0,赤木高太,1:09.1,3/4,,13-14,34.3,40.8,11.0,510(+4),,,,[西] 飯田雄三,山住れい子,
14,15,2,3,キーンランドスワン,牡6,57.0,藤田伸二,1:09.3,1.1/2,,6-11,34.8,23.5,7.0,490(+6),,,,[西] 森秀行,平井豊光,
15,16,8,15,シルヴァーゼット,牡4,54.0,池添謙一,1:09.3,アタマ,,10-9,34.6,25.9,9.0,522(+6),,,,[西] 田所清広,林儀信,
0,1,6,11,タマモホットプレイ,牡5,56.0,渡辺薫彦,1:08.9,,**,5-6,34.1,9.0,4.0,474(-2),,,,[西] 南井克巳,タマモ,4158.1
1,2,6,12,マイネルアルビオン,牡4,54.0,武幸四郎,1:08.9,アタマ,**,5-6,34.1,10.0,7.0,540(-6),,,,[東] 畠山吉宏,サラブレッドクラブ・ラフィアン,1616.6
2,3,7,14,アイルラヴァゲイン,牡4,55.0,安藤勝己,1:09.0,3/4,**,3-3,34.5,3.2,1.0,508(+4),,,,[東] 手塚貴久,齊藤四方司,1008.3
3,4,2,3,コパノフウジン,牡4,55.0,佐藤哲三,1:09.0,アタマ,**,3-3,34.5,7.6,2.0,474(+2),,,,[西] 宮徹,小林祥晃,620.0
4,5,8,16,タイキジリオン,牡6,55.0,ペリエ,1:09.0,ハナ,**,5-6,34.3,18.2,10.0,484(-10),,,,[西] 安田隆行,大樹ファーム,410.0
5,6,3,5,ディープサマー,牡4,55.0,岩田康誠,1:09.0,アタマ,**,2-2,34.6,13.1,8.0,488(-2),,,,[西] 山内研二,深見敏男,
6,7,5,10,ナイキアヘッド,牡7,54.0,秋山真一,1:09.2,1,**,10-10,34.2,127.0,14.0,498(-4),,,,[東] 古賀史生,小野誠治,
7,8,8,15,エイシンヘーベ,牝5,53.0,小牧太,1:09.2,ハナ,**,10-10,34.3,17.3,9.0,446(-4),,,,[西] 藤岡健一,平井豊光,
8,9,5,9,カネツテンビー,牝7,53.0,津村明秀,1:09.2,ハナ,**,14-14,34.1,9.4,6.0,494(0),,,,[東] 武藤善則,カネツ牧場,
9,10,7,13,ロイヤルキャンサー,牡8,53.0,川島信二,1:09.3,3/4,**,14-14,34.2,203.5,15.0,468(+6),,,,[西] 森秀行,井澤健,
10,11,3,6,キーンランドスワン,牡7,57.5,四位洋文,1:09.4,1/2,**,5-5,34.7,9.1,5.0,488(0),,,,[西] 森秀行,平井豊光,
11,12,2,4,ギャラントアロー,牡6,58.0,幸英明,1:09.5,クビ,**,1-1,35.1,8.5,3.0,512(+8),,,,[西] 崎山博樹,冨沢敦子,
12,13,4,7,ブルーショットガン,牡7,54.0,松永幹夫,1:09.5,クビ,**,10-10,34.6,23.8,11.0,452(0),,,,[西] 武宏平,荻伏レーシング・クラブ,
13,14,4,8,アグネスウイング,牡6,56.0,熊沢重文,1:09.8,1.3/4,**,10-10,34.8,94.5,13.0,478(+4),,,,[西] 白井寿昭,渡辺孝男,
14,15,1,1,ナゾ,牝8,51.0,安部幸夫,1:10.0,1,**,5-6,35.3,65.7,12.0,438(0),,,,[西] 佐々木晶,小田切有一,
15,16,1,2,ゲイリーファントム,牡7,51.0,佐久間寛,1:10.2,1.1/2,**,14-14,34.9,245.9,16.0,554(-4),,,,[西] 鶴留明雄,東京サラブレッドビューロー,
0,1,6,12,エムオーウイナー,牡6,55.0,小牧太,1:07.8,,**,4-3,34.0,11.4,7.0,522(+6),,,,[西] 服部利之,大浅貢,4161.6
1,2,2,4,タマモホットプレイ,牡6,57.0,渡辺薫彦,1:08.0,1.1/2,**,9-8,33.7,7.2,3.0,478(+2),,,,[西] 南井克巳,タマモ,1617.6
2,3,8,15,ビーナスライン,牝6,54.0,秋山真一,1:08.0,ハナ,**,7-8,33.9,7.5,4.0,466(+8),,,,[東] 堀宣行,ターフ・スポート,1008.8
3,4,5,9,アンバージャック,牡4,57.0,松岡正海,1:08.1,クビ,**,7-4,34.0,3.7,1.0,516(-2),,,,[東] 中野隆良,日進牧場,620.0
4,5,1,2,サチノスイーティー,牝4,52.0,吉田隼人,1:08.1,クビ,**,4-7,34.1,10.7,6.0,444(-8),,,,[東] 平井雄二,佐藤幸彦,410.0
5,6,7,14,コスモシンドラー,牡5,55.0,武幸四郎,1:08.2,クビ,**,13-13,33.7,8.3,5.0,504(0),,,,[西] 加用正,ビッグレッドファーム,
6,7,2,3,ディバインシルバー,牡9,55.0,穂苅寿彦,1:08.2,クビ,**,1-1,34.7,179.2,16.0,494(+9),,,,[東] 和田正道,櫻井正,
7,8,7,13,ナリタシークレット,牝5,51.0,川田将雅,1:08.3,クビ,**,2-2,34.7,19.1,8.0,472(+4),,,,[西] 木原一良,オースミ,
8,9,4,8,エイシンボーダン,牡6,54.0,ルメール,1:08.4,1/2,**,13-13,33.8,94.0,13.0,494(+2),,,,[西] 鮫島一歩,平井豊光,
9,10,5,10,コスモフォーチュン,牝5,53.0,角田晃一,1:08.6,1.1/2,**,3-4,34.7,48.6,12.0,472(-10),,,,[西] 宮徹,ビッグレッドファーム,
10,11,4,7,スピニングノアール,牡6,56.0,上村洋行,1:08.7,クビ,**,15-13,34.1,5.0,2.0,484(+8),,,,[西] 長浜博之,畑佐博,
11,12,6,11,マルカキセキ,牡6,57.0,福永祐一,1:08.7,アタマ,**,9-10,34.3,34.3,11.0,536(+8),,,,[西] 瀬戸口勉,河長産業,
12,13,1,1,リキアイタイカン,牡9,55.0,和田竜二,1:08.8,1/2,**,9-10,34.4,142.5,15.0,506(+14),,,,[東] 阿部新生,高山幸雄,
13,14,3,6,コパノフウジン,牡5,56.0,鮫島良太,1:08.8,クビ,**,6-6,34.7,22.4,9.0,474(+16),,,,[西] 宮徹,小林祥晃,
14,15,3,5,タガノバスティーユ,牡4,54.0,池添謙一,1:09.2,2.1/2,**,16-16,34.1,31.7,10.0,518(0),,,,[西] 池添兼雄,八木良司,
15,16,8,16,カフェボストニアン,牡8,54.0,四位洋文,1:09.6,2.1/2,**,9-10,35.3,109.1,14.0,526(-14),,,,[東] 松山康久,西川光一,
0,1,1,1,ファイングレイン,牡5,56.0,幸英明,1:09.1,,**,15-12,34.0,6.5,3.0,500(+6),,,,[西] 長浜博之,社台レースホース,4163.7
1,2,7,13,コパノフウジン,牡6,54.0,藤岡佑介,1:09.3,1.1/4,**,8-9,34.7,65.4,11.0,476(+4),,,,[西] 宮徹,小林祥晃,1618.2
2,3,8,15,ステキシンスケクン,牡5,56.0,岩田康誠,1:09.3,ハナ,**,10-10,34.6,11.2,5.0,470(+2),,,,[西] 森秀行,榮義則,1009.1
3,4,3,5,リキアイタイカン,牡10,53.0,池添謙一,1:09.5,1,**,13-15,34.4,68.1,12.0,510(+8),,,,[東] 阿部新生,高山幸雄,620.0
4,5,7,14,サイキョウワールド,牡6,54.0,四位洋文,1:09.5,クビ,**,15-15,34.3,23.6,9.0,472(+4),,,,[西] 坂口正大,奥本賢一郎,410.0
5,6,5,10,プリンセスルシータ,牝6,52.0,川田将雅,1:09.6,1/2,**,7-7,35.2,17.8,8.0,456(+2),,,,[西] 松田国英,吉田照哉,
6,7,8,16,テイエムアクション,牡7,55.0,橋本美純,1:09.6,クビ,**,10-10,34.9,118.1,14.0,520(+24),,,,[西] 岩元市三,竹園正繼,
7,8,4,8,マルカキセキ,牡7,56.0,福永祐一,1:09.7,1/2,**,13-12,34.8,81.8,13.0,512(-2),,,,[西] 増本豊,河長産業,
8,9,3,6,ペールギュント,牡6,57.5,ルメール,1:09.8,3/4,**,4-3,35.6,9.1,4.0,526(0),,,,[西] 橋口弘次,サンデーレーシング,
9,10,6,12,アストンマーチャン,牝4,56.0,武豊,1:10.0,3/4,**,1-1,36.3,2.5,1.0,484(+2),,,,[西] 石坂正,戸佐眞弓,
10,11,2,4,クールシャローン,牝4,53.0,長谷川浩,1:10.1,1/2,**,4-3,35.9,11.6,6.0,492(-4),,,,[西] 目野哲也,川上哲司,
11,12,4,7,テイエムノブシオー,牡5,54.0,武幸四郎,1:10.2,クビ,**,2-2,36.3,16.7,7.0,516(0),,,,[西] 新川恵,竹園正繼,
12,13,1,2,アグネスラズベリ,牝7,54.0,角田晃一,1:10.3,3/4,**,10-12,35.4,24.6,10.0,518(+12),,,,[西] 西浦勝一,渡辺孝男,
13,14,6,11,ダイワメンフィス,牡7,53.0,秋山真一,1:10.3,ハナ,**,3-3,36.2,154.2,15.0,496(-10),,,,[東] 増沢末夫,大城敬三,
14,15,5,9,アイルラヴァゲイン,牡6,57.0,松岡正海,1:10.3,ハナ,**,4-3,36.1,6.2,2.0,514(-4),,,,[東] 手塚貴久,齊藤四方司,
15,16,2,3,ロイヤルキャンサー,牡10,51.0,田中克典,1:10.4,3/4,**,8-7,36.0,202.5,16.0,480(+32),,,,[西] 森秀行,井澤健,
0,1,4,8,アーバンストリート,牡5,54.0,福永祐一,1:08.5,,**,13-13,33.9,12.5,7.0,452(+2),,,,[西] 野村彰彦,後藤繁樹,4160.9
1,2,2,4,ソルジャーズソング,牡7,54.0,岩田康誠,1:08.7,1.1/2,**,9-12,34.4,10.3,6.0,520(+6),,,,[西] 鮫島一歩,サンデーレーシング,1617.4
2,3,5,9,モルトグランデ,牡5,54.0,藤田伸二,1:08.7,アタマ,**,9-9,34.5,8.0,4.0,488(+6),,,,[東] 久保田貴,櫻井盛夫,1008.7
3,4,3,5,ヘイローフジ,牝6,54.0,飯田祐史,1:08.7,ハナ,**,14-15,34.0,17.7,8.0,484(-6),,,,[西] 飯田明弘,協和牧場,620.0
4,5,8,15,サープラスシンガー,牡5,56.0,四位洋文,1:08.8,クビ,**,1-1,35.2,6.9,3.0,554(+2),,,,[東] 宗像義忠,青木基秀,410.0
5,6,2,3,サンダルフォン,牡6,53.0,秋山真一,1:08.9,1/2,**,16-16,34.0,94.6,16.0,542(+18),,,,[西] 松永幹夫,ノースヒルズマネジメント,
6,7,6,11,コスモベル,牝5,53.0,佐藤哲三,1:09.0,クビ,**,9-8,34.8,8.9,5.0,460(+4),,,,[西] 西園正都,ビッグレッドファーム,
7,8,4,7,マチカネハヤテ,牝4,51.0,田中克典,1:09.1,3/4,**,2-2,35.2,24.8,10.0,444(-2),,,,[西] 河内洋,細川益男,
8,9,1,1,タケデンノキボー,牡8,53.0,大庭和弥,1:09.2,1/2,**,15-13,34.4,35.4,12.0,510(-6),,,,[東] 奥平雅士,武市弘,
9,10,3,6,プレミアムボックス,牡6,56.0,幸英明,1:09.3,1/2,**,8-9,35.1,28.4,11.0,526(0),,,,[東] 上原博之,社台レースホース,
10,11,7,14,タマモホットプレイ,牡8,55.0,熊沢重文,1:09.3,クビ,**,9-9,35.1,55.8,15.0,484(-4),,,,[西] 南井克巳,タマモ,
11,12,1,2,コパノフウジン,牡7,53.0,藤岡佑介,1:09.4,クビ,**,4-4,35.3,38.6,14.0,466(+10),,,,[西] 宮徹,小林祥晃,
12,13,8,16,アポロフェニックス,牡4,53.0,和田竜二,1:09.4,ハナ,**,4-4,35.4,17.9,9.0,494(+2),,,,[東] 柴崎勇,アポロサラブレッドクラブ,
13,14,6,12,スプリングソング,牡4,57.0,池添謙一,1:09.6,1.1/4,**,4-4,35.6,4.9,1.0,508(+4),,,,[西] 鶴留明雄,吉田照哉,
14,15,5,10,ウエスタンダンサー,牝5,56.0,川田将雅,1:09.6,クビ,**,4-4,35.6,4.9,2.0,498(-2),,,,[西] 崎山博樹,西川賢,
15,16,7,13,アイルラヴァゲイン,牡7,57.0,津村明秀,1:10.4,5,**,2-2,36.6,36.9,13.0,510(+4),,,,[東] 手塚貴久,齊藤四方司,
0,1,6,12,アルティマトゥーレ,牝6,55.5,横山典弘,1:08.1,,**,2-2,33.5,5.9,3.0,484(0),,,,[東] 奥平雅士,社台レースホース,4063.0
1,2,2,3,ショウナンカザン,牡5,56.0,藤田伸二,1:08.4,1.3/4,**,1-1,34.0,6.2,4.0,490(+6),,,,[東] 本間忍,国本哲秀,1618.0
